,Depth,Latitude,Longitude,month,phyto,zoo,set,year,day,Longitude_pos,depth_bin,geometry
0,7.0,48.9313,-9.1461,9,13.3097053,2.42998271,ZP,-9999,-9999,350.8539,15.0,POINT (-9.1461 48.9313)
1,50.0,48.9313,-9.1461,9,13.2519768,0.827763861,ZP,-9999,-9999,350.8539,65.0,POINT (-9.1461 48.9313)
2,7.0,47.9217,-14.8529,9,23.81146246,1.039786453,ZP,-9999,-9999,345.1471,15.0,POINT (-14.8529 47.9217)
3,40.0,47.9217,-14.8529,9,25.54243973,2.13307617,ZP,-9999,-9999,345.1471,45.0,POINT (-14.8529 47.9217)
4,7.0,47.0132,-19.9849,9,5.367414416,0.622061899,ZP,-9999,-9999,340.0151,15.0,POINT (-19.9849 47.0132)
5,50.0,47.0132,-19.9849,9,3.463084648,0.714554195,ZP,-9999,-9999,340.0151,65.0,POINT (-19.9849 47.0132)
6,7.0,42.2547,-20.0313,9,9.00463938,0.684279554,ZP,-9999,-9999,339.9687,15.0,POINT (-20.0313 42.2547)
7,60.0,42.2547,-20.0313,9,7.360799513,0.577356525,ZP,-9999,-9999,339.9687,65.0,POINT (-20.0313 42.2547)
8,7.0,37.9107,-19.9905,9,3.435165301,0.656953314,ZP,-9999,-9999,340.0095,15.0,POINT (-19.9905 37.9107)
9,90.0,37.9107,-19.9905,9,3.693561439,0.644307479,ZP,-9999,-9999,340.0095,117.5,POINT (-19.9905 37.9107)
10,7.0,33.5972,-20.8778,9,4.350492609,0.315645986,ZP,-9999,-9999,339.1222,15.0,POINT (-20.8778 33.5972)
11,110.0,33.5972,-20.8778,9,3.972692421,0.356176724,ZP,-9999,-9999,339.1222,117.5,POINT (-20.8778 33.5972)
12,7.0,27.3734,-21.8312,10,4.1083861,0.564043665,ZP,-9999,-9999,338.1688,15.0,POINT (-21.8312 27.3734)
13,80.0,27.3734,-21.8312,10,3.583342625,0.64448236,ZP,-9999,-9999,338.1688,87.5,POINT (-21.8312 27.3734)
14,7.0,23.2831,-21.1634,10,3.330360261,0.460476684,ZP,-9999,-9999,338.8366,15.0,POINT (-21.1634 23.2831)
15,80.0,23.2831,-21.1634,10,3.046858633,0.393039948,ZP,-9999,-9999,338.8366,87.5,POINT (-21.1634 23.2831)
16,7.0,19.4997,-20.3942,10,160.1606663,4.344394079,ZP,-9999,-9999,339.6058,15.0,POINT (-20.3942 19.4997)
17,30.0,19.4997,-20.3942,10,164.004089,1.13403576,ZP,-9999,-9999,339.6058,45.0,POINT (-20.3942 19.4997)
18,7.0,13.0422,-20.4362,10,6.369288507,0.27737078,ZP,-9999,-9999,339.5638,15.0,POINT (-20.4362 13.0422)
19,70.0,13.0422,-20.4362,10,3.459820212,0.474991339,ZP,-9999,-9999,339.5638,87.5,POINT (-20.4362 13.0422)
20,7.0,9.2381,-22.2151,10,6.928518045,0.969685746,ZP,-9999,-9999,337.7849,15.0,POINT (-22.2151 9.2381)
21,60.0,9.2381,-22.2151,10,7.479968299,0.623275163,ZP,-9999,-9999,337.7849,65.0,POINT (-22.2151 9.2381)
22,7.0,5.3564,-23.9664,10,4.707521601,0.551559687,ZP,-9999,-9999,336.0336,15.0,POINT (-23.9664 5.3564)
23,80.0,5.3564,-23.9664,10,6.9242212,0.459743009,ZP,-9999,-9999,336.0336,87.5,POINT (-23.9664 5.3564)
24,7.0,1.3923,-25.7013,10,3.802575934,0.251148249,ZP,-9999,-9999,334.2987,15.0,POINT (-25.7013 1.3923)
25,80.0,1.3923,-25.7013,10,7.908113688,0.623427659,ZP,-9999,-9999,334.2987,87.5,POINT (-25.7013 1.3923)
26,7.0,-2.79,-27.5272,10,4.713710503,0.428139872,ZP,-9999,-9999,332.4728,15.0,POINT (-27.5272 -2.79)
27,90.0,-2.79,-27.5272,10,4.962142311,0.803354374,ZP,-9999,-9999,332.4728,117.5,POINT (-27.5272 -2.79)
30,7.0,-11.4695,-31.5546,10,4.023863522,1.054943495,ZP,-9999,-9999,328.4454,15.0,POINT (-31.5546 -11.4695)
31,140.0,-11.4695,-31.5546,10,5.644468208,0.5410724,ZP,-9999,-9999,328.4454,160.0,POINT (-31.5546 -11.4695)
32,7.0,-15.5804,-33.4497,10,3.81190061,0.478106312,ZP,-9999,-9999,326.5503,15.0,POINT (-33.4497 -15.5804)
33,150.0,-15.5804,-33.4497,10,3.658875021,0.043635936,ZP,-9999,-9999,326.5503,160.0,POINT (-33.4497 -15.5804)
34,7.0,-19.6447,-35.3618,10,4.916134325,0.480520914,ZP,-9999,-9999,324.6382,15.0,POINT (-35.3618 -19.6447)
35,160.0,-19.6447,-35.3618,10,1.801403114,0.143251961,ZP,-9999,-9999,324.6382,160.0,POINT (-35.3618 -19.6447)
36,7.0,-23.7904,-37.3878,10,7.145651188,0.423717198,ZP,-9999,-9999,322.61220000000003,15.0,POINT (-37.3878 -23.7904)
37,120.0,-23.7904,-37.3878,10,3.975096584,0.333703639,ZP,-9999,-9999,322.61220000000003,160.0,POINT (-37.3878 -23.7904)
38,7.0,-27.1173,-40.138,10,5.391306019,0.257531194,ZP,-9999,-9999,319.862,15.0,POINT (-40.138 -27.1173)
39,80.0,-27.1173,-40.138,10,5.519234186,0.384256703,ZP,-9999,-9999,319.862,87.5,POINT (-40.138 -27.1173)
40,7.0,-30.2901,-43.3896,10,9.1481016,0.817750327,ZP,-9999,-9999,316.6104,15.0,POINT (-43.3896 -30.2901)
41,100.0,-30.2901,-43.3896,10,8.459545762,0.531359732,ZP,-9999,-9999,316.6104,117.5,POINT (-43.3896 -30.2901)
42,7.0,-33.1801,-46.4154,10,15.05628523,0.874458725,ZP,-9999,-9999,313.5846,15.0,POINT (-46.4154 -33.1801)
43,40.0,-33.1801,-46.4154,10,17.66159907,0.931025732,ZP,-9999,-9999,313.5846,45.0,POINT (-46.4154 -33.1801)
44,7.0,-40.9514,-55.2599,10,27.71593002,1.764582926,ZP,-9999,-9999,304.7401,15.0,POINT (-55.2599 -40.9514)
45,40.0,-40.9514,-55.2599,10,52.14527705,0.452518429,ZP,-9999,-9999,304.7401,45.0,POINT (-55.2599 -40.9514)
46,7.0,-46.008,-56.2836,10,52.11031208,0.942202847,ZP,-9999,-9999,303.7164,15.0,POINT (-56.2836 -46.008)
47,40.0,-46.008,-56.2836,10,8.850144249,0.771418094,ZP,-9999,-9999,303.7164,45.0,POINT (-56.2836 -46.008)
48,7.0,-50.8081,-57.4196,10,826.1811369,9.833274067,ZP,-9999,-9999,302.5804,15.0,POINT (-57.4196 -50.8081)
49,30.0,-50.8081,-57.4196,10,704.0991419,5.686125401,ZP,-9999,-9999,302.5804,45.0,POINT (-57.4196 -50.8081)
50,7.0,-47.5886,-55.597,4,21.97772217,2.33725489,ZP,-9999,-9999,304.403,15.0,POINT (-55.597 -47.5886)
51,60.0,-47.5886,-55.597,4,19.52234282,1.985755042,ZP,-9999,-9999,304.403,65.0,POINT (-55.597 -47.5886)
52,7.0,-43.4254,-54.7414,4,24.55032423,1.716975035,ZP,-9999,-9999,305.2586,15.0,POINT (-54.7414 -43.4254)
53,30.0,-43.4254,-54.7414,4,14.03842836,0.311541575,ZP,-9999,-9999,305.2586,45.0,POINT (-54.7414 -43.4254)
54,7.0,-39.4045,-53.3096,4,19.10432952,0.35930279,ZP,-9999,-9999,306.6904,15.0,POINT (-53.3096 -39.4045)
55,50.0,-39.4045,-53.3096,4,13.68298757,0.413660679,ZP,-9999,-9999,306.6904,65.0,POINT (-53.3096 -39.4045)
56,7.0,-36.0588,-49.8114,4,5.664762791,0.542827984,ZP,-9999,-9999,310.1886,15.0,POINT (-49.8114 -36.0588)
57,80.0,-36.0588,-49.8114,4,12.85585725,0.904442334,ZP,-9999,-9999,310.1886,87.5,POINT (-49.8114 -36.0588)
58,7.0,-33.3946,-46.6136,4,10.59494555,0.977738953,ZP,-9999,-9999,313.3864,15.0,POINT (-46.6136 -33.3946)
59,70.0,-33.3946,-46.6136,4,5.713026853,0.463728154,ZP,-9999,-9999,313.3864,87.5,POINT (-46.6136 -33.3946)
60,7.0,-30.31,-43.4269,5,4.496237063,0.109309522,ZP,-9999,-9999,316.5731,15.0,POINT (-43.4269 -30.31)
61,110.0,-30.31,-43.4269,5,3.129495569,0.531839243,ZP,-9999,-9999,316.5731,117.5,POINT (-43.4269 -30.31)
62,7.0,-27.6196,-40.7161,5,5.433095513,0.206483331,ZP,-9999,-9999,319.2839,15.0,POINT (-40.7161 -27.6196)
63,80.0,-27.6196,-40.7161,5,5.841545809,0.69461767,ZP,-9999,-9999,319.2839,87.5,POINT (-40.7161 -27.6196)
64,7.0,-24.3494,-37.8635,5,5.439649957,0.311869255,ZP,-9999,-9999,322.1365,15.0,POINT (-37.8635 -24.3494)
65,100.0,-24.3494,-37.8635,5,3.843347025,0.292930968,ZP,-9999,-9999,322.1365,117.5,POINT (-37.8635 -24.3494)
66,7.0,-19.9084,-35.5309,5,4.944587838,0.485976264,ZP,-9999,-9999,324.4691,15.0,POINT (-35.5309 -19.9084)
67,80.0,-19.9084,-35.5309,5,11.02848144,0.504932096,ZP,-9999,-9999,324.4691,87.5,POINT (-35.5309 -19.9084)
68,7.0,-15.1714,-33.3054,5,2.553127064,0.236239976,ZP,-9999,-9999,326.6946,15.0,POINT (-33.3054 -15.1714)
69,150.0,-15.1714,-33.3054,5,4.025641171,0.048788521,ZP,-9999,-9999,326.6946,160.0,POINT (-33.3054 -15.1714)
70,7.0,-11.2464,-31.4648,5,4.06682176,0.262525976,ZP,-9999,-9999,328.5352,15.0,POINT (-31.4648 -11.2464)
71,70.0,-11.2464,-31.4648,5,7.473559789,0.566392819,ZP,-9999,-9999,328.5352,87.5,POINT (-31.4648 -11.2464)
72,130.0,-11.2464,-31.4648,5,4.780065257,0.373201014,ZP,-9999,-9999,328.5352,160.0,POINT (-31.4648 -11.2464)
73,7.0,-7.4763,-29.7628,5,4.308424081,0.297622224,ZP,-9999,-9999,330.23720000000003,15.0,POINT (-29.7628 -7.4763)
74,30.0,-7.4763,-29.7628,5,4.74296616,0.153635553,ZP,-9999,-9999,330.23720000000003,45.0,POINT (-29.7628 -7.4763)
75,100.0,-7.4763,-29.7628,5,8.165701105,0.527697863,ZP,-9999,-9999,330.23720000000003,117.5,POINT (-29.7628 -7.4763)
76,7.0,-3.9165,-28.2124,5,4.50918798,0.275709792,ZP,-9999,-9999,331.7876,15.0,POINT (-28.2124 -3.9165)
77,60.0,-3.9165,-28.2124,5,9.519357547,0.834107075,ZP,-9999,-9999,331.7876,65.0,POINT (-28.2124 -3.9165)
78,7.0,-0.1951,-26.3851,5,4.140600189,0.202125123,ZP,-9999,-9999,333.6149,15.0,POINT (-26.3851 -0.1951)
79,40.0,-0.1951,-26.3851,5,6.323314432,0.375156747,ZP,-9999,-9999,333.6149,45.0,POINT (-26.3851 -0.1951)
80,70.0,-0.1951,-26.3851,5,10.88797461,0.859950885,ZP,-9999,-9999,333.6149,87.5,POINT (-26.3851 -0.1951)
81,7.0,3.4015,-24.8052,5,6.442915101,0.247397965,ZP,-9999,-9999,335.1948,15.0,POINT (-24.8052 3.4015)
82,60.0,3.4015,-24.8052,5,8.0674286,0.539726006,ZP,-9999,-9999,335.1948,65.0,POINT (-24.8052 3.4015)
83,7.0,7.5785,-22.9468,5,10.31557166,0.600482717,ZP,-9999,-9999,337.0532,15.0,POINT (-22.9468 7.5785)
84,50.0,7.5785,-22.9468,5,16.05565422,1.139759369,ZP,-9999,-9999,337.0532,65.0,POINT (-22.9468 7.5785)
85,7.0,11.7404,-21.0588,5,11.68957123,0.751021903,ZP,-9999,-9999,338.9412,15.0,POINT (-21.0588 11.7404)
86,40.0,11.7404,-21.0588,5,46.06620096,5.526683216,ZP,-9999,-9999,338.9412,45.0,POINT (-21.0588 11.7404)
87,7.0,21.7646,-21.4735,5,9.516454006,0.395149849,ZP,-9999,-9999,338.5265,15.0,POINT (-21.4735 21.7646)
88,70.0,21.7646,-21.4735,5,8.458173286,1.093216611,ZP,-9999,-9999,338.5265,87.5,POINT (-21.4735 21.7646)
89,7.0,26.5409,-21.7865,5,7.184295019,0.559426375,ZP,-9999,-9999,338.2135,15.0,POINT (-21.7865 26.5409)
90,90.0,26.5409,-21.7865,5,6.58239119,0.52519759,ZP,-9999,-9999,338.2135,117.5,POINT (-21.7865 26.5409)
91,7.0,30.9106,-21.2587,5,7.019425361,0.846554441,ZP,-9999,-9999,338.7413,15.0,POINT (-21.2587 30.9106)
92,80.0,30.9106,-21.2587,5,7.87835109,0.94025873,ZP,-9999,-9999,338.7413,87.5,POINT (-21.2587 30.9106)
93,7.0,35.6675,-20.4248,5,10.95692542,0.573022391,ZP,-9999,-9999,339.5752,15.0,POINT (-20.4248 35.6675)
94,60.0,35.6675,-20.4248,5,8.049386586,0.734966935,ZP,-9999,-9999,339.5752,65.0,POINT (-20.4248 35.6675)
95,7.0,39.8961,-19.9964,5,16.18491757,3.770733396,ZP,-9999,-9999,340.0036,15.0,POINT (-19.9964 39.8961)
96,40.0,39.8961,-19.9964,5,16.06836988,4.375464285,ZP,-9999,-9999,340.0036,45.0,POINT (-19.9964 39.8961)
97,7.0,44.1269,-20.0239,5,13.39189459,5.005054107,ZP,-9999,-9999,339.9761,15.0,POINT (-20.0239 44.1269)
98,50.0,44.1269,-20.0239,5,20.60078433,5.897230745,ZP,-9999,-9999,339.9761,65.0,POINT (-20.0239 44.1269)
99,7.0,46.4879,-14.062,5,67.85383377,0.795100396,ZP,-9999,-9999,345.938,15.0,POINT (-14.062 46.4879)
100,20.0,46.4879,-14.062,5,60.7651708,0.965073491,ZP,-9999,-9999,345.938,27.5,POINT (-14.062 46.4879)
101,7.0,48.7466,-8.0992,5,57.42663248,9.070102788,ZP,-9999,-9999,351.9008,15.0,POINT (-8.0992 48.7466)
102,30.0,48.7466,-8.0992,5,72.82258755,6.168521505,ZP,-9999,-9999,351.9008,45.0,POINT (-8.0992 48.7466)
103,7.0,47.3563,-18.184,9,44.85732774,0.997070842,ZP,-9999,-9999,341.816,15.0,POINT (-18.184 47.3563)
104,40.0,47.3563,-18.184,9,14.43154242,1.446710119,ZP,-9999,-9999,341.816,45.0,POINT (-18.184 47.3563)
105,7.0,42.903,-19.992,9,11.2738745,1.036839807,ZP,-9999,-9999,340.008,15.0,POINT (-19.992 42.903)
106,40.0,42.903,-19.992,9,14.79806689,1.400861081,ZP,-9999,-9999,340.008,45.0,POINT (-19.992 42.903)
107,7.0,38.1715,-20.0155,9,7.174629036,1.064942355,ZP,-9999,-9999,339.9845,15.0,POINT (-20.0155 38.1715)
108,40.0,38.1715,-20.0155,9,9.616404854,1.08841393,ZP,-9999,-9999,339.9845,45.0,POINT (-20.0155 38.1715)
109,80.0,38.1715,-20.0155,9,6.769475714,0.665637529,ZP,-9999,-9999,339.9845,87.5,POINT (-20.0155 38.1715)
110,7.0,34.0365,-21.2575,9,6.317684838,0.76074269,ZP,-9999,-9999,338.7425,15.0,POINT (-21.2575 34.0365)
111,80.0,34.0365,-21.2575,9,9.203709725,2.334452464,ZP,-9999,-9999,338.7425,87.5,POINT (-21.2575 34.0365)
112,7.0,29.4997,-21.8104,9,5.007621005,0.615002151,ZP,-9999,-9999,338.1896,15.0,POINT (-21.8104 29.4997)
113,110.0,29.4997,-21.8104,9,3.442243375,1.145162428,ZP,-9999,-9999,338.1896,117.5,POINT (-21.8104 29.4997)
114,7.0,24.6837,-21.4077,9,11.6708404,2.06957741,ZP,-9999,-9999,338.5923,15.0,POINT (-21.4077 24.6837)
115,40.0,24.6837,-21.4077,9,8.2822083,0.820042867,ZP,-9999,-9999,338.5923,45.0,POINT (-21.4077 24.6837)
116,90.0,24.6837,-21.4077,9,4.450051109,0.870854717,ZP,-9999,-9999,338.5923,117.5,POINT (-21.4077 24.6837)
117,7.0,20.0864,-20.6478,9,87.26623957,3.203425273,ZP,-9999,-9999,339.3522,15.0,POINT (-20.6478 20.0864)
118,20.0,20.0864,-20.6478,9,87.0263947,9.652549173,ZP,-9999,-9999,339.3522,27.5,POINT (-20.6478 20.0864)
119,40.0,20.0864,-20.6478,9,84.32112697,1.905729148,ZP,-9999,-9999,339.3522,45.0,POINT (-20.6478 20.0864)
120,7.0,12.766,-20.5364,10,842.1241511,0.900302983,ZP,-9999,-9999,339.4636,15.0,POINT (-20.5364 12.766)
121,20.0,12.766,-20.5364,10,6.708006944,1.089981708,ZP,-9999,-9999,339.4636,27.5,POINT (-20.5364 12.766)
122,40.0,12.766,-20.5364,10,848.7939353,4.010488298,ZP,-9999,-9999,339.4636,45.0,POINT (-20.5364 12.766)
123,7.0,9.0621,-22.2774,10,6.441012569,0.870919072,ZP,-9999,-9999,337.7226,15.0,POINT (-22.2774 9.0621)
124,30.0,9.0621,-22.2774,10,7.774679588,1.628578942,ZP,-9999,-9999,337.7226,45.0,POINT (-22.2774 9.0621)
125,50.0,9.0621,-22.2774,10,14.41660715,2.052290869,ZP,-9999,-9999,337.7226,65.0,POINT (-22.2774 9.0621)
126,7.0,5.1763,-24.0138,10,6.05718218,1.088545234,ZP,-9999,-9999,335.9862,15.0,POINT (-24.0138 5.1763)
127,40.0,5.1763,-24.0138,10,5.23043531,0.926002434,ZP,-9999,-9999,335.9862,45.0,POINT (-24.0138 5.1763)
128,70.0,5.1763,-24.0138,10,6.183140228,1.777870868,ZP,-9999,-9999,335.9862,87.5,POINT (-24.0138 5.1763)
129,7.0,1.3067,-25.7758,10,5.088328065,1.538784344,ZP,-9999,-9999,334.2242,15.0,POINT (-25.7758 1.3067)
130,40.0,1.3067,-25.7758,10,6.509104251,0.885358534,ZP,-9999,-9999,334.2242,45.0,POINT (-25.7758 1.3067)
131,50.0,1.3067,-25.7758,10,6.697167068,1.26228854,ZP,-9999,-9999,334.2242,65.0,POINT (-25.7758 1.3067)
132,70.0,1.3067,-25.7758,10,6.55965308,1.084933385,ZP,-9999,-9999,334.2242,87.5,POINT (-25.7758 1.3067)
133,80.0,1.3067,-25.7758,10,10.23813756,1.247870723,ZP,-9999,-9999,334.2242,87.5,POINT (-25.7758 1.3067)
134,100.0,1.3067,-25.7758,10,4.461309216,1.510630285,ZP,-9999,-9999,334.2242,117.5,POINT (-25.7758 1.3067)
135,7.0,-2.3717,-27.4529,10,6.841169098,0.656076252,ZP,-9999,-9999,332.5471,15.0,POINT (-27.4529 -2.3717)
136,40.0,-2.3717,-27.4529,10,4.991385894,0.636804336,ZP,-9999,-9999,332.5471,45.0,POINT (-27.4529 -2.3717)
137,85.0,-2.3717,-27.4529,10,7.5214636,1.459392696,ZP,-9999,-9999,332.5471,87.5,POINT (-27.4529 -2.3717)
138,7.0,-6.4773,-29.2694,10,4.013812568,0.641041852,ZP,-9999,-9999,330.7306,15.0,POINT (-29.2694 -6.4773)
139,50.0,-6.4773,-29.2694,10,3.725788304,0.422012063,ZP,-9999,-9999,330.7306,65.0,POINT (-29.2694 -6.4773)
140,110.0,-6.4773,-29.2694,10,5.142193346,1.090972496,ZP,-9999,-9999,330.7306,117.5,POINT (-29.2694 -6.4773)
141,7.0,-10.7686,-31.2473,10,3.793705249,0.407654432,ZP,-9999,-9999,328.7527,15.0,POINT (-31.2473 -10.7686)
142,75.0,-10.7686,-31.2473,10,7.306270354,0.546653755,ZP,-9999,-9999,328.7527,87.5,POINT (-31.2473 -10.7686)
143,130.0,-10.7686,-31.2473,10,5.218127049,0.695805736,ZP,-9999,-9999,328.7527,160.0,POINT (-31.2473 -10.7686)
144,7.0,-14.8892,-33.1213,10,3.989968387,0.940283357,ZP,-9999,-9999,326.8787,15.0,POINT (-33.1213 -14.8892)
145,60.0,-14.8892,-33.1213,10,4.446358137,0.382003518,ZP,-9999,-9999,326.8787,65.0,POINT (-33.1213 -14.8892)
146,140.0,-14.8892,-33.1213,10,2.988839747,0.495015511,ZP,-9999,-9999,326.8787,160.0,POINT (-33.1213 -14.8892)
147,7.0,-18.8563,-35.0487,10,5.030963044,0.477183734,ZP,-9999,-9999,324.9513,15.0,POINT (-35.0487 -18.8563)
148,50.0,-18.8563,-35.0487,10,5.705037449,0.607887884,ZP,-9999,-9999,324.9513,65.0,POINT (-35.0487 -18.8563)
149,75.0,-18.8563,-35.0487,10,6.150155915,0.905450664,ZP,-9999,-9999,324.9513,87.5,POINT (-35.0487 -18.8563)
150,100.0,-18.8563,-35.0487,10,3.718750404,0.420112673,ZP,-9999,-9999,324.9513,117.5,POINT (-35.0487 -18.8563)
151,125.0,-18.8563,-35.0487,10,841.3949445,0.456948128,ZP,-9999,-9999,324.9513,160.0,POINT (-35.0487 -18.8563)
152,140.0,-18.8563,-35.0487,10,2.79638606,0.282971964,ZP,-9999,-9999,324.9513,160.0,POINT (-35.0487 -18.8563)
153,7.0,-22.9106,-36.962,10,6.355031353,0.903198177,ZP,-9999,-9999,323.038,15.0,POINT (-36.962 -22.9106)
154,60.0,-22.9106,-36.962,10,6.711215131,1.088874279,ZP,-9999,-9999,323.038,65.0,POINT (-36.962 -22.9106)
155,100.0,-22.9106,-36.962,10,3.259558011,1.185024063,ZP,-9999,-9999,323.038,117.5,POINT (-36.962 -22.9106)
156,7.0,-26.6159,-39.5997,10,6.50852619,0.829944256,ZP,-9999,-9999,320.4003,15.0,POINT (-39.5997 -26.6159)
157,95.0,-26.6159,-39.5997,10,6.393670418,0.858432589,ZP,-9999,-9999,320.4003,117.5,POINT (-39.5997 -26.6159)
158,7.0,-29.8601,-42.9168,10,8.061042742,1.161884323,ZP,-9999,-9999,317.0832,15.0,POINT (-42.9168 -29.8601)
159,50.0,-29.8601,-42.9168,10,9.099349277,0.505414038,ZP,-9999,-9999,317.0832,65.0,POINT (-42.9168 -29.8601)
160,90.0,-29.8601,-42.9168,10,4.920872457,0.77436759,ZP,-9999,-9999,317.0832,117.5,POINT (-42.9168 -29.8601)
161,7.0,-32.791,-46.1171,10,8.016737898,1.160180097,ZP,-9999,-9999,313.8829,15.0,POINT (-46.1171 -32.791)
162,40.0,-32.791,-46.1171,10,12.0238236,1.832235092,ZP,-9999,-9999,313.8829,45.0,POINT (-46.1171 -32.791)
163,60.0,-32.791,-46.1171,10,12.09674745,1.244462483,ZP,-9999,-9999,313.8829,65.0,POINT (-46.1171 -32.791)
164,7.0,-35.716,-49.6219,10,25.47173574,3.632638549,ZP,-9999,-9999,310.3781,15.0,POINT (-49.6219 -35.716)
165,30.0,-35.716,-49.6219,10,9.913790946,1.848765002,ZP,-9999,-9999,310.3781,45.0,POINT (-49.6219 -35.716)
166,50.0,-35.716,-49.6219,10,8.232827581,1.099174419,ZP,-9999,-9999,310.3781,65.0,POINT (-49.6219 -35.716)
167,7.0,-37.8131,-52.1891,10,9.406762142,1.038052865,ZP,-9999,-9999,307.8109,15.0,POINT (-52.1891 -37.8131)
168,40.0,-37.8131,-52.1891,10,12.3118468,0.977234969,ZP,-9999,-9999,307.8109,45.0,POINT (-52.1891 -37.8131)
169,60.0,-37.8131,-52.1891,10,12.77826241,0.419444824,ZP,-9999,-9999,307.8109,65.0,POINT (-52.1891 -37.8131)
170,7.0,-43.5687,-55.0,10,27.52388342,3.720545096,ZP,-9999,-9999,305.0,15.0,POINT (-55 -43.5687)
171,30.0,-43.5687,-55.0,10,25.8904568,3.558408972,ZP,-9999,-9999,305.0,45.0,POINT (-55 -43.5687)
172,50.0,-43.5687,-55.0,10,5.551187983,0.900059949,ZP,-9999,-9999,305.0,65.0,POINT (-55 -43.5687)
173,7.0,-48.0038,-55.8721,10,30.32370494,0.524328444,ZP,-9999,-9999,304.1279,15.0,POINT (-55.8721 -48.0038)
174,40.0,-48.0038,-55.8721,10,25.70626366,0.423149853,ZP,-9999,-9999,304.1279,45.0,POINT (-55.8721 -48.0038)
175,80.0,-48.0038,-55.8721,10,35.23807501,0.703974855,ZP,-9999,-9999,304.1279,87.5,POINT (-55.8721 -48.0038)
176,7.0,-51.9314,-57.8948,10,26.92736877,0.440327027,ZP,-9999,-9999,302.1052,15.0,POINT (-57.8948 -51.9314)
177,20.0,-51.9314,-57.8948,10,19.26508845,0.493382408,ZP,-9999,-9999,302.1052,27.5,POINT (-57.8948 -51.9314)
178,40.0,-51.9314,-57.8948,10,10.59472015,0.102245259,ZP,-9999,-9999,302.1052,45.0,POINT (-57.8948 -51.9314)
179,7.0,-50.9916,-57.2881,4,12.2901717,0.408855246,ZP,-9999,-9999,302.7119,15.0,POINT (-57.2881 -50.9916)
