,Depth,Latitude,Longitude,month,phyto,zoo,set,year,day,Longitude_pos,depth_bin,geometry
842,4.1,54.931,-1.308,4,8.351619519,3.693049286,ZP,-9999,-9999,358.692,5.0,POINT (-1.308 54.931)
843,3.7,54.699,-1.107,4,15.24713628,3.60547306,ZP,-9999,-9999,358.893,5.0,POINT (-1.107 54.699)
844,4.3,55.494,-1.07,6,23.03463055,5.139859414,ZP,-9999,-9999,358.93,5.0,POINT (-1.07 55.494)
845,3.7,55.206,-1.031,6,14.70097423,3.167792718,ZP,-9999,-9999,358.969,5.0,POINT (-1.031 55.206)
846,3.4,54.572,-0.722,10,5.075439516,0.359759342,ZP,-9999,-9999,359.278,5.0,POINT (-0.722 54.572)
847,3.7,54.754,-0.312,10,2.521022749,0.15608459,ZP,-9999,-9999,359.688,5.0,POINT (-0.312 54.754)
848,3.2,54.201,-0.155,7,18.93116661,0.071812621,ZP,-9999,-9999,359.845,5.0,POINT (-0.155 54.201)
849,4.0,53.856,-0.032,4,2.130403266,0.168169399,ZP,-9999,-9999,359.968,5.0,POINT (-0.032 53.856)
850,4.1,53.8,0.06,7,6.219032938,0.552909297,ZP,-9999,-9999,0.06,5.0,POINT (0.06 53.8)
851,3.8,53.829,0.143,10,1.519314343,0.036254428,ZP,-9999,-9999,0.143,5.0,POINT (0.143 53.829)
852,3.6,53.73,0.145,10,2.962710326,0.154404516,ZP,-9999,-9999,0.145,5.0,POINT (0.145 53.73)
853,4.9,53.636,0.174,7,4.565503191,2.048041951,ZP,-9999,-9999,0.174,5.0,POINT (0.174 53.636)
854,4.8,54.128,0.227,4,10.17925077,0.203585133,ZP,-9999,-9999,0.227,5.0,POINT (0.227 54.128)
855,3.9,53.743,0.227,10,3.147598082,2.539957664,ZP,-9999,-9999,0.227,5.0,POINT (0.227 53.743)
856,4.7,54.124,0.233,7,3.803971272,0.227754752,ZP,-9999,-9999,0.233,5.0,POINT (0.233 54.124)
857,3.8,53.966,0.299,6,3.220974472,0.15245448,ZP,-9999,-9999,0.299,5.0,POINT (0.299 53.966)
858,4.1,53.76,0.314,6,5.006477215,0.257941975,ZP,-9999,-9999,0.314,5.0,POINT (0.314 53.76)
859,4.6,53.309,0.36,4,389.4483532,1.662881029,ZP,-9999,-9999,0.36,5.0,POINT (0.36 53.309)
860,3.2,52.989,0.4,7,27.30054858,2.544077011,ZP,-9999,-9999,0.4,5.0,POINT (0.4 52.989)
861,3.1,53.324,0.413,7,6.78878344,2.18352214,ZP,-9999,-9999,0.413,5.0,POINT (0.413 53.324)
862,3.9,53.321,0.42,6,187.5932676,1.780301441,ZP,-9999,-9999,0.42,5.0,POINT (0.42 53.321)
863,3.6,53.957,0.422,10,29.10129933,19.15060826,ZP,-9999,-9999,0.422,5.0,POINT (0.422 53.957)
864,3.8,53.36,0.467,4,301.2388403,0.973206966,ZP,-9999,-9999,0.467,5.0,POINT (0.467 53.36)
865,4.6,53.251,0.651,7,262.3263792,1.075433024,ZP,-9999,-9999,0.651,5.0,POINT (0.651 53.251)
866,3.8,53.244,0.653,4,19.51739564,3.717596087,ZP,-9999,-9999,0.653,5.0,POINT (0.653 53.244)
867,3.7,53.252,0.656,4,14.37641133,10.47653074,ZP,-9999,-9999,0.656,5.0,POINT (0.656 53.252)
868,4.1,53.256,0.657,6,328.6833799,1.482199467,ZP,-9999,-9999,0.657,5.0,POINT (0.657 53.256)
869,4.0,53.73,0.657,7,18.0328205,4.631943369,ZP,-9999,-9999,0.657,5.0,POINT (0.657 53.73)
870,3.7,53.521,0.685,6,4.025606391,0.224541898,ZP,-9999,-9999,0.685,5.0,POINT (0.685 53.521)
871,3.9,53.314,0.702,6,5.815303011,1.765251213,ZP,-9999,-9999,0.702,5.0,POINT (0.702 53.314)
872,3.0,53.4,0.779,7,7.056309624,0.012084809,ZP,-9999,-9999,0.779,5.0,POINT (0.779 53.4)
873,4.1,53.632,0.86,6,16.79028583,1.373437122,ZP,-9999,-9999,0.86,5.0,POINT (0.86 53.632)
874,3.6,53.083,0.939,10,34.49120833,22.16833238,ZP,-9999,-9999,0.939,5.0,POINT (0.939 53.083)
875,3.8,53.656,0.959,4,12.59798212,40.43618421,ZP,-9999,-9999,0.959,5.0,POINT (0.959 53.656)
876,3.4,53.655,0.965,7,23.08545953,67.8952602,ZP,-9999,-9999,0.965,5.0,POINT (0.965 53.655)
877,4.6,53.081,0.986,4,38.38872254,5.960964297,ZP,-9999,-9999,0.986,5.0,POINT (0.986 53.081)
878,4.0,53.081,0.988,4,4.850843363,24.64184887,ZP,-9999,-9999,0.988,5.0,POINT (0.988 53.081)
879,4.1,53.093,1.138,6,6.462801926,2.530811384,ZP,-9999,-9999,1.138,5.0,POINT (1.138 53.093)
880,3.6,52.899,1.514,4,15.5259212,3.260316034,ZP,-9999,-9999,1.514,5.0,POINT (1.514 52.899)
881,3.2,52.95,1.84,7,85.20431583,6.656655965,ZP,-9999,-9999,1.84,5.0,POINT (1.84 52.95)
882,5.0,59.17,-20.0,6,99.14492796,1.125662384,ZP,-9999,-9999,340.0,5.0,POINT (-20 59.17)
883,10.0,59.17,-20.0,6,81.0275489,1.884043585,ZP,-9999,-9999,340.0,15.0,POINT (-20 59.17)
884,20.0,59.17,-20.0,6,126.879322,0.696855487,ZP,-9999,-9999,340.0,27.5,POINT (-20 59.17)
885,30.0,59.17,-20.0,6,65.30010169,0.497490361,ZP,-9999,-9999,340.0,45.0,POINT (-20 59.17)
886,40.0,59.17,-20.0,6,37.72991733,0.602390177,ZP,-9999,-9999,340.0,45.0,POINT (-20 59.17)
887,50.0,59.17,-20.0,6,5.898351036,0.0,ZP,-9999,-9999,340.0,65.0,POINT (-20 59.17)
888,4.0,59.15,-20.09,6,100.6114862,3.198572151,ZP,-9999,-9999,339.91,5.0,POINT (-20.09 59.15)
889,10.0,59.15,-20.09,6,90.28665264,3.491604052,ZP,-9999,-9999,339.91,15.0,POINT (-20.09 59.15)
890,21.0,59.15,-20.09,6,138.6385345,1.496466797,ZP,-9999,-9999,339.91,27.5,POINT (-20.09 59.15)
891,31.0,59.15,-20.09,6,154.7420512,1.801792115,ZP,-9999,-9999,339.91,45.0,POINT (-20.09 59.15)
892,41.0,59.15,-20.09,6,132.6388451,1.041661376,ZP,-9999,-9999,339.91,45.0,POINT (-20.09 59.15)
893,51.0,59.15,-20.09,6,111.1401572,1.483936636,ZP,-9999,-9999,339.91,65.0,POINT (-20.09 59.15)
894,4.0,59.052,-20.091,6,115.9533863,4.123675178,ZP,-9999,-9999,339.909,5.0,POINT (-20.091 59.052)
895,11.0,59.052,-20.091,6,115.7439484,3.305423833,ZP,-9999,-9999,339.909,15.0,POINT (-20.091 59.052)
896,20.0,59.052,-20.091,6,105.5368773,1.222814007,ZP,-9999,-9999,339.909,27.5,POINT (-20.091 59.052)
897,31.0,59.052,-20.091,6,77.08441609,2.709490931,ZP,-9999,-9999,339.909,45.0,POINT (-20.091 59.052)
898,40.0,59.052,-20.091,6,41.67737034,1.904886614,ZP,-9999,-9999,339.909,45.0,POINT (-20.091 59.052)
899,3.0,59.145,-20.324,6,112.9208987,5.335835118,ZP,-9999,-9999,339.676,5.0,POINT (-20.324 59.145)
900,10.0,59.145,-20.324,6,127.2706836,4.55105562,ZP,-9999,-9999,339.676,15.0,POINT (-20.324 59.145)
901,20.0,59.145,-20.324,6,114.1532451,5.469053073,ZP,-9999,-9999,339.676,27.5,POINT (-20.324 59.145)
902,30.0,59.145,-20.324,6,149.1804489,1.016192725,ZP,-9999,-9999,339.676,45.0,POINT (-20.324 59.145)
903,41.0,59.145,-20.324,6,93.57626727,1.194334415,ZP,-9999,-9999,339.676,45.0,POINT (-20.324 59.145)
904,51.0,59.145,-20.324,6,40.24839314,2.181161025,ZP,-9999,-9999,339.676,65.0,POINT (-20.324 59.145)
905,4.0,59.135,-20.098,6,86.83671527,3.859566275,ZP,-9999,-9999,339.902,5.0,POINT (-20.098 59.135)
906,10.0,59.135,-20.098,6,70.74114386,3.287303502,ZP,-9999,-9999,339.902,15.0,POINT (-20.098 59.135)
907,20.0,59.135,-20.098,6,87.78933313,2.366105697,ZP,-9999,-9999,339.902,27.5,POINT (-20.098 59.135)
908,30.0,59.135,-20.098,6,126.5340426,2.684326874,ZP,-9999,-9999,339.902,45.0,POINT (-20.098 59.135)
909,41.0,59.135,-20.098,6,143.8449787,2.631524462,ZP,-9999,-9999,339.902,45.0,POINT (-20.098 59.135)
910,51.0,59.135,-20.098,6,46.227338,2.876908428,ZP,-9999,-9999,339.902,65.0,POINT (-20.098 59.135)
911,3.0,59.0,-20.025,6,143.3088612,5.452709722,ZP,-9999,-9999,339.975,5.0,POINT (-20.025 59)
912,11.0,59.0,-20.025,6,107.1764375,4.494749867,ZP,-9999,-9999,339.975,15.0,POINT (-20.025 59)
913,21.0,59.0,-20.025,6,115.7381865,3.625488817,ZP,-9999,-9999,339.975,27.5,POINT (-20.025 59)
914,30.0,59.0,-20.025,6,176.0979803,2.540680046,ZP,-9999,-9999,339.975,45.0,POINT (-20.025 59)
915,40.0,59.0,-20.025,6,154.79238,3.247197843,ZP,-9999,-9999,339.975,45.0,POINT (-20.025 59)
916,51.0,59.0,-20.025,6,108.7673058,2.660335768,ZP,-9999,-9999,339.975,65.0,POINT (-20.025 59)
917,3.0,59.062,-20.614,6,126.5066631,5.66489501,ZP,-9999,-9999,339.386,5.0,POINT (-20.614 59.062)
918,10.0,59.062,-20.614,6,118.7771106,4.643629144,ZP,-9999,-9999,339.386,15.0,POINT (-20.614 59.062)
919,19.43,59.062,-20.614,6,122.1245075,4.153914598,ZP,-9999,-9999,339.386,27.5,POINT (-20.614 59.062)
920,31.16,59.062,-20.614,6,45.7115337,3.079018742,ZP,-9999,-9999,339.386,45.0,POINT (-20.614 59.062)
921,40.77,59.062,-20.614,6,23.00519226,1.577832508,ZP,-9999,-9999,339.386,45.0,POINT (-20.614 59.062)
922,3.0,59.0798,-20.436,6,126.9799562,9.229354325,ZP,-9999,-9999,339.564,5.0,POINT (-20.436 59.0798)
923,10.0,59.0798,-20.436,6,132.5922798,5.370542689,ZP,-9999,-9999,339.564,15.0,POINT (-20.436 59.0798)
924,20.0,59.0798,-20.436,6,120.6607466,5.378596679,ZP,-9999,-9999,339.564,27.5,POINT (-20.436 59.0798)
925,30.0,59.0798,-20.436,6,143.9614295,7.229057138,ZP,-9999,-9999,339.564,45.0,POINT (-20.436 59.0798)
926,40.0,59.0798,-20.436,6,109.2316624,10.46898117,ZP,-9999,-9999,339.564,45.0,POINT (-20.436 59.0798)
927,3.0,59.18,-20.48,6,122.068185,5.97210325,ZP,-9999,-9999,339.52,5.0,POINT (-20.48 59.18)
928,11.0,59.18,-20.48,6,128.8805665,7.231649111,ZP,-9999,-9999,339.52,15.0,POINT (-20.48 59.18)
929,21.0,59.18,-20.48,6,137.1126266,5.716680308,ZP,-9999,-9999,339.52,27.5,POINT (-20.48 59.18)
930,30.0,59.18,-20.48,6,121.154962,9.669876539,ZP,-9999,-9999,339.52,45.0,POINT (-20.48 59.18)
931,51.0,59.18,-20.48,6,14.85841398,0.467754474,ZP,-9999,-9999,339.52,65.0,POINT (-20.48 59.18)
932,5.0,17.833,56.85,5,98.66295027,2.49767155,ZP,-9999,-9999,56.85,5.0,POINT (56.85 17.833)
933,10.0,17.833,56.85,5,93.32478213,2.575013765,ZP,-9999,-9999,56.85,15.0,POINT (56.85 17.833)
934,15.0,17.833,56.85,5,83.91791558,2.080824716,ZP,-9999,-9999,56.85,15.0,POINT (56.85 17.833)
935,25.0,17.833,56.85,5,10.49650629,2.934931613,ZP,-9999,-9999,56.85,27.5,POINT (56.85 17.833)
936,40.0,17.833,56.85,5,5.775248218,3.025572762,ZP,-9999,-9999,56.85,45.0,POINT (56.85 17.833)
937,5.0,17.833,56.85,6,54.97737284,4.508902861,ZP,-9999,-9999,56.85,5.0,POINT (56.85 17.833)
938,10.0,17.833,56.85,6,51.3538103,3.96571436,ZP,-9999,-9999,56.85,15.0,POINT (56.85 17.833)
939,15.0,17.833,56.85,6,40.3515413,2.119802501,ZP,-9999,-9999,56.85,15.0,POINT (56.85 17.833)
940,25.0,17.833,56.85,6,9.046974955,1.194141599,ZP,-9999,-9999,56.85,27.5,POINT (56.85 17.833)
941,40.0,17.833,56.85,6,4.35333233,0.59748208,ZP,-9999,-9999,56.85,45.0,POINT (56.85 17.833)
942,5.0,17.85,56.85,6,43.85949388,5.546598895,ZP,-9999,-9999,56.85,5.0,POINT (56.85 17.85)
943,10.0,17.85,56.85,6,41.98041457,4.401881303,ZP,-9999,-9999,56.85,15.0,POINT (56.85 17.85)
944,15.0,17.85,56.85,6,41.25403218,2.964006086,ZP,-9999,-9999,56.85,15.0,POINT (56.85 17.85)
945,20.0,17.85,56.85,6,20.91377561,4.326663574,ZP,-9999,-9999,56.85,27.5,POINT (56.85 17.85)
946,25.0,17.85,56.85,6,7.653525028,2.408835916,ZP,-9999,-9999,56.85,27.5,POINT (56.85 17.85)
947,30.0,17.85,56.85,6,12.32647601,1.542068001,ZP,-9999,-9999,56.85,45.0,POINT (56.85 17.85)
948,5.0,17.883,56.917,6,36.84697173,7.166927626,ZP,-9999,-9999,56.917,5.0,POINT (56.917 17.883)
949,10.0,17.883,56.917,6,38.979261,4.531790441,ZP,-9999,-9999,56.917,15.0,POINT (56.917 17.883)
950,15.0,17.883,56.917,6,27.30587051,7.507313096,ZP,-9999,-9999,56.917,15.0,POINT (56.917 17.883)
951,25.0,17.883,56.917,6,10.75624957,2.518369942,ZP,-9999,-9999,56.917,27.5,POINT (56.917 17.883)
952,30.0,17.883,56.917,6,5.40396719,1.428824063,ZP,-9999,-9999,56.917,45.0,POINT (56.917 17.883)
953,40.0,17.883,56.917,6,2.493802839,1.603239246,ZP,-9999,-9999,56.917,45.0,POINT (56.917 17.883)
954,5.0,17.883,56.95,6,14.76101002,2.653899992,ZP,-9999,-9999,56.95,5.0,POINT (56.95 17.883)
955,15.0,17.883,56.95,6,7.159480663,5.146337236,ZP,-9999,-9999,56.95,15.0,POINT (56.95 17.883)
956,25.0,17.883,56.95,6,7.961662571,5.232251616,ZP,-9999,-9999,56.95,27.5,POINT (56.95 17.883)
957,40.0,17.883,56.95,6,0.537307698,0.175856976,ZP,-9999,-9999,56.95,45.0,POINT (56.95 17.883)
958,60.0,17.883,56.95,6,2.738379529,2.37317766,ZP,-9999,-9999,56.95,65.0,POINT (56.95 17.883)
959,80.0,17.883,56.95,6,6.346241342,4.022017015,ZP,-9999,-9999,56.95,87.5,POINT (56.95 17.883)
960,5.0,17.95,57.2,6,11.57974924,4.897877514,ZP,-9999,-9999,57.2,5.0,POINT (57.2 17.95)
961,15.0,17.95,57.2,6,14.6383596,5.29413235,ZP,-9999,-9999,57.2,15.0,POINT (57.2 17.95)
962,25.0,17.95,57.2,6,9.689355386,6.783442984,ZP,-9999,-9999,57.2,27.5,POINT (57.2 17.95)
963,40.0,17.95,57.2,6,1.591621903,1.835083394,ZP,-9999,-9999,57.2,45.0,POINT (57.2 17.95)
964,60.0,17.95,57.2,6,1.617749303,1.275520765,ZP,-9999,-9999,57.2,65.0,POINT (57.2 17.95)
965,80.0,17.95,57.2,6,1.536541772,0.083571417,ZP,-9999,-9999,57.2,87.5,POINT (57.2 17.95)
966,100.0,17.95,57.2,6,0.423322082,0.123024276,ZP,-9999,-9999,57.2,117.5,POINT (57.2 17.95)
967,5.0,17.983,57.233,6,8.537465218,8.580359138,ZP,-9999,-9999,57.233,5.0,POINT (57.233 17.983)
968,15.0,17.983,57.233,6,6.223904405,6.807695977,ZP,-9999,-9999,57.233,15.0,POINT (57.233 17.983)
969,25.0,17.983,57.233,6,2.635899943,3.232939644,ZP,-9999,-9999,57.233,27.5,POINT (57.233 17.983)
970,40.0,17.983,57.233,6,1.132683295,0.759180352,ZP,-9999,-9999,57.233,45.0,POINT (57.233 17.983)
971,60.0,17.983,57.233,6,0.514987571,0.029956317,ZP,-9999,-9999,57.233,65.0,POINT (57.233 17.983)
972,80.0,17.983,57.233,6,0.553154816,0.272200867,ZP,-9999,-9999,57.233,87.5,POINT (57.233 17.983)
973,100.0,17.983,57.233,6,0.445652107,0.471812965,ZP,-9999,-9999,57.233,117.5,POINT (57.233 17.983)
974,5.0,18.183,57.317,6,21.92520529,6.474444736,ZP,-9999,-9999,57.317,5.0,POINT (57.317 18.183)
975,15.0,18.183,57.317,6,26.03755287,7.139479425,ZP,-9999,-9999,57.317,15.0,POINT (57.317 18.183)
976,25.0,18.183,57.317,6,8.709901605,6.209809245,ZP,-9999,-9999,57.317,27.5,POINT (57.317 18.183)
977,40.0,18.183,57.317,6,2.220797631,2.137068959,ZP,-9999,-9999,57.317,45.0,POINT (57.317 18.183)
978,60.0,18.183,57.317,6,0.493644567,0.328343753,ZP,-9999,-9999,57.317,65.0,POINT (57.317 18.183)
979,80.0,18.183,57.317,6,1.487212993,0.269045861,ZP,-9999,-9999,57.317,87.5,POINT (57.317 18.183)
980,100.0,18.183,57.317,6,0.56355308,0.59902334,ZP,-9999,-9999,57.317,117.5,POINT (57.317 18.183)
981,5.0,18.2,57.317,6,34.26635466,6.544735312,ZP,-9999,-9999,57.317,5.0,POINT (57.317 18.2)
982,15.0,18.2,57.317,6,8.627765392,3.704929236,ZP,-9999,-9999,57.317,15.0,POINT (57.317 18.2)
983,25.0,18.2,57.317,6,22.68754994,7.302108216,ZP,-9999,-9999,57.317,27.5,POINT (57.317 18.2)
984,40.0,18.2,57.317,6,3.921152865,5.017180518,ZP,-9999,-9999,57.317,45.0,POINT (57.317 18.2)
985,60.0,18.2,57.317,6,4.044457035,2.860084718,ZP,-9999,-9999,57.317,65.0,POINT (57.317 18.2)
986,80.0,18.2,57.317,6,0.777583605,0.108714696,ZP,-9999,-9999,57.317,87.5,POINT (57.317 18.2)
987,100.0,18.2,57.317,6,0.495834207,0.360956107,ZP,-9999,-9999,57.317,117.5,POINT (57.317 18.2)
988,5.0,18.333,57.4,6,26.90103841,6.3821337,ZP,-9999,-9999,57.4,5.0,POINT (57.4 18.333)
989,15.0,18.333,57.4,6,21.22406869,7.165537598,ZP,-9999,-9999,57.4,15.0,POINT (57.4 18.333)
990,25.0,18.333,57.4,6,13.22606297,3.348760251,ZP,-9999,-9999,57.4,27.5,POINT (57.4 18.333)
991,40.0,18.333,57.4,6,8.864094295,2.450724273,ZP,-9999,-9999,57.4,45.0,POINT (57.4 18.333)
992,60.0,18.333,57.4,6,1.649318493,1.832110268,ZP,-9999,-9999,57.4,65.0,POINT (57.4 18.333)
993,80.0,18.333,57.4,6,0.471436775,0.837111979,ZP,-9999,-9999,57.4,87.5,POINT (57.4 18.333)
994,100.0,18.333,57.4,6,0.44154068,0.024045043,ZP,-9999,-9999,57.4,117.5,POINT (57.4 18.333)
995,5.0,18.367,57.417,6,21.4732533,5.536931834,ZP,-9999,-9999,57.417,5.0,POINT (57.417 18.367)
996,15.0,18.367,57.417,6,19.06421308,4.656567874,ZP,-9999,-9999,57.417,15.0,POINT (57.417 18.367)
997,25.0,18.367,57.417,6,18.69738758,3.953257213,ZP,-9999,-9999,57.417,27.5,POINT (57.417 18.367)
998,40.0,18.367,57.417,6,17.34165388,5.367658157,ZP,-9999,-9999,57.417,45.0,POINT (57.417 18.367)
999,60.0,18.367,57.417,6,1.74676755,1.713810665,ZP,-9999,-9999,57.417,65.0,POINT (57.417 18.367)
1000,80.0,18.367,57.417,6,0.27741454,0.497805855,ZP,-9999,-9999,57.417,87.5,POINT (57.417 18.367)
1001,100.0,18.367,57.417,6,0.44154068,0.024045043,ZP,-9999,-9999,57.417,117.5,POINT (57.417 18.367)
1002,10.0,17.783,57.583,7,6.85287332,1.354433087,ZP,-9999,-9999,57.583,15.0,POINT (57.583 17.783)
1003,25.0,17.783,57.583,7,6.325449558,0.952485025,ZP,-9999,-9999,57.583,27.5,POINT (57.583 17.783)
1004,40.0,17.783,57.583,7,5.362281929,2.411501752,ZP,-9999,-9999,57.583,45.0,POINT (57.583 17.783)
1005,60.0,17.783,57.583,7,6.47645734,1.543062138,ZP,-9999,-9999,57.583,65.0,POINT (57.583 17.783)
1006,80.0,17.783,57.583,7,3.300404142,0.775152644,ZP,-9999,-9999,57.583,87.5,POINT (57.583 17.783)
1007,100.0,17.783,57.583,7,1.711455263,0.355554254,ZP,-9999,-9999,57.583,117.5,POINT (57.583 17.783)
1008,120.0,17.783,57.583,7,0.349250043,0.165201428,ZP,-9999,-9999,57.583,160.0,POINT (57.583 17.783)
1009,10.0,17.5,57.717,7,4.645034465,1.542457732,ZP,-9999,-9999,57.717,15.0,POINT (57.717 17.5)
1010,25.0,17.5,57.717,7,6.081712451,0.505932982,ZP,-9999,-9999,57.717,27.5,POINT (57.717 17.5)
1011,40.0,17.5,57.717,7,7.420522149,4.413008487,ZP,-9999,-9999,57.717,45.0,POINT (57.717 17.5)
1012,70.0,17.5,57.717,7,3.951614538,2.441149503,ZP,-9999,-9999,57.717,87.5,POINT (57.717 17.5)
1013,80.0,17.5,57.717,7,1.788093264,0.127001638,ZP,-9999,-9999,57.717,87.5,POINT (57.717 17.5)
1014,100.0,17.5,57.717,7,0.81336231,0.192734699,ZP,-9999,-9999,57.717,117.5,POINT (57.717 17.5)
1015,120.0,17.5,57.717,7,0.267463064,0.0,ZP,-9999,-9999,57.717,160.0,POINT (57.717 17.5)
1016,10.0,17.35,57.85,7,4.845994669,2.186716342,ZP,-9999,-9999,57.85,15.0,POINT (57.85 17.35)
1017,25.0,17.35,57.85,7,3.453069333,0.613347252,ZP,-9999,-9999,57.85,27.5,POINT (57.85 17.35)
1018,40.0,17.35,57.85,7,2.003486928,0.351540829,ZP,-9999,-9999,57.85,45.0,POINT (57.85 17.35)
1019,70.0,17.35,57.85,7,6.65943905,3.059807519,ZP,-9999,-9999,57.85,87.5,POINT (57.85 17.35)
1020,80.0,17.35,57.85,7,1.596522276,1.155165835,ZP,-9999,-9999,57.85,87.5,POINT (57.85 17.35)
1021,100.0,17.35,57.85,7,1.099990766,0.52366525,ZP,-9999,-9999,57.85,117.5,POINT (57.85 17.35)
1022,5.0,17.583,59.1,7,17.95238905,3.345900176,ZP,-9999,-9999,59.1,5.0,POINT (59.1 17.583)
1023,15.0,17.583,59.1,7,14.98539033,4.11373358,ZP,-9999,-9999,59.1,15.0,POINT (59.1 17.583)
1024,25.0,17.583,59.1,7,10.4516632,4.425973359,ZP,-9999,-9999,59.1,27.5,POINT (59.1 17.583)
1025,40.0,17.583,59.1,7,11.65189905,2.436357636,ZP,-9999,-9999,59.1,45.0,POINT (59.1 17.583)
1026,60.0,17.583,59.1,7,4.999166955,1.550952125,ZP,-9999,-9999,59.1,65.0,POINT (59.1 17.583)
1027,80.0,17.583,59.1,7,1.90462344,0.548891644,ZP,-9999,-9999,59.1,87.5,POINT (59.1 17.583)
1028,100.0,17.583,59.1,7,0.899215152,0.893027873,ZP,-9999,-9999,59.1,117.5,POINT (59.1 17.583)
1029,5.0,16.8,60.5,7,10.56702953,3.308021904,ZP,-9999,-9999,60.5,5.0,POINT (60.5 16.8)
1030,15.0,16.8,60.5,7,12.10053346,4.376987562,ZP,-9999,-9999,60.5,15.0,POINT (60.5 16.8)
1031,25.0,16.8,60.5,7,6.719420255,1.300547913,ZP,-9999,-9999,60.5,27.5,POINT (60.5 16.8)
1032,40.0,16.8,60.5,7,5.429219002,2.292267143,ZP,-9999,-9999,60.5,45.0,POINT (60.5 16.8)
1033,60.0,16.8,60.5,7,5.758642266,2.675675318,ZP,-9999,-9999,60.5,65.0,POINT (60.5 16.8)
1034,80.0,16.8,60.5,7,1.031666119,0.770573943,ZP,-9999,-9999,60.5,87.5,POINT (60.5 16.8)
1035,100.0,16.8,60.5,7,0.445304053,0.055404816,ZP,-9999,-9999,60.5,117.5,POINT (60.5 16.8)
1036,5.0,15.983,62.0,7,27.68833118,6.850811764,ZP,-9999,-9999,62.0,5.0,POINT (62 15.983)
1037,15.0,15.983,62.0,7,17.5461331,7.473227164,ZP,-9999,-9999,62.0,15.0,POINT (62 15.983)
1038,25.0,15.983,62.0,7,12.23114072,5.454646249,ZP,-9999,-9999,62.0,27.5,POINT (62 15.983)
1039,40.0,15.983,62.0,7,4.114216927,1.608330883,ZP,-9999,-9999,62.0,45.0,POINT (62 15.983)
1040,60.0,15.983,62.0,7,2.470748769,1.470637546,ZP,-9999,-9999,62.0,65.0,POINT (62 15.983)
1041,80.0,15.983,62.0,7,2.146592942,0.517302941,ZP,-9999,-9999,62.0,87.5,POINT (62 15.983)
1042,100.0,15.983,62.0,7,0.61839654,0.158194225,ZP,-9999,-9999,62.0,117.5,POINT (62 15.983)
